SDFB Person ID,ODNB ID,Display Name,Prefix,First Name,Last Name,Suffix,Title,All Search Names,Gender,Historical Significance,Birth Year Type,Extant Birth Year,Alternate Birth Year,Death Year Type,Extant Death Year,Alternate Death Year,Group List
10004590,37436,Gualter Frost,"",Gualter,Frost,"","","Gualter Frost, Walter Frost, Gualter, Gualter Frost",male,political agent and government official,IN,1598,1598,IN,1652,1652,[]
10009184,70367,Mary Overton,"",Mary,Overton,"","","Mary Overton, Mary, Mary Overton",female,Leveller,IN,1646,1646,IN,1647,1647,[]
10002545,68669,Robin Clidro,"",Robin,Clidro,"","","Robin Clidro, Robin, Robin Clidro",male,Welsh-language poet and minstrel,BF,1547,1547,AF,1547,1547,[]
10052399,,Cecily Tufton,,Cecily,Tufton,,,"Cecily, Cecily Tufton",female,,IN,1587,,IN,1653,,[]
10002539,5627,Francis Clerke,"",Francis,Clerke,"","","Francis Clerke, Francis, Francis Clerke",male,civil lawyer and jurist,IN,1564,1564,IN,1594,1594,[]
10052400,,Elizabeth Stanley,,Elizabeth,Stanley,,,"Elizabeth, Elizabeth Stanley",female,,IN,1587,,IN,1633,,[]
10009185,63616,Philip Overton,"",Philip,Overton,"","","Philip Overton, Philip, Philip Overton",male,"",IN,1681,1681,IN,1745,1745,[]
10052401,,Mary Hawtrey,,Mary,Hawtrey,,,"Mary, Mary Hawtrey",female,,IN,1587,,IN,1638,,[]
10052402,,Mary Herrick,,Mary,Herrick,,,"Mary, Mary Herrick",female,,CA,1587,,AF/IN,1592,,[]
10052403,,Mary Sidney,,Mary,Sidney,,,"Mary, Mary Sidney",female,,IN,1587,,CA,1652,,[]
10052404,,Susan de Vere,,Susan,de Vere,,,"Susan, Susan de Vere",female,,IN,1587,,IN,1629,,[]
10052405,,Anne Worsley,,Anne,Worsley,,,"Anne, Anne Worsley",female,,IN,1588,,IN,1644,,[]
10052406,,Bridget Hawtrey,,Bridget,Hawtrey,,,"Bridget, Bridget Hawtrey",female,,IN,1588,,IN,1638,,[]
10052407,,Margaret Dodworth,,Margaret,Dodworth,,,"Margaret, Margaret Dodworth",female,,IN,1588,,IN,1632,,[]
10052408,,Mary Bruges,,Mary,Bruges,,,"Mary, Mary Bruges",female,,CA,1588,,IN,1662,,[]
10052409,,Mary Glover,,Mary,Glover,,,"Mary, Mary Glover",female,,IN,1588,,AF/IN,1602,,[]
10052410,,Penelope Perrott,,Penelope,Perrott,,,"Penelope, Penelope Perrott",female,,IN,1588,,AF/IN,1620,,[]
10052411,,Dorothy Chudleigh,,Dorothy,Chudleigh,,,"Dorothy, Dorothy Chudleigh",female,,BF,1589,,AF/IN,1640,,[]
10052412,,Elizabeth Harding,,Elizabeth,Harding,,,"Elizabeth, Elizabeth Harding",female,,IN,1589,,AF/IN,1628,,[]
10052413,,Elizabeth Spencer,,Elizabeth,Spencer,,,"Elizabeth, Elizabeth Spencer",female,,IN,1589,,IN,1618,,[]
10004031,53669,John Evans,"",John,Evans,"","","John Evans, John, John Evans",male,astrologer and medical practitioner,IN,1594,1595,AF/IN,1659,1659,[]
10000362,808,William Asplin,"",William,Asplin,"","","William Asplin, William, William Asplin",male,Church of England clergyman and writer,IN,1688,1689,IN,1758,1758,[]
10005354,11862,James Hadow,"",James,Hadow,"","","James Hadow, James, James Hadow",male,Church of Scotland minister and college head,IN,1667,1667,IN,1747,1747,[]
10052414,,Emily Howard,,Emily,Howard,,,"Emily, Emily Howard",female,,CA,1589,,AF/IN,1623,,[]
10005865,13110,Carr Hervey,"",Carr,Hervey,"","","Carr Hervey, Carr, Carr Hervey",male,"",IN,1691,1691,IN,1723,1723,[]
10052416,,Catherine Daston,,Catherine,Daston,,,"Catherine, Catherine Daston",female,,IN,1590,,IN,1674,,[]
10052417,,Eleanor Touchet,,Eleanor,Touchet,,,"Eleanor, Eleanor Touchet",female,,CA,1590,,IN,1652,,[]
10052418,,Frances Cecil,,Frances,Cecil,,,"Frances, Frances Cecil",female,,IN,1590,,IN,1644,,[]
10052419,,Frances Hatton,,Frances,Hatton,,,"Frances, Frances Hatton",female,,IN,1590,,BF,1623,,[]
10052420,,Joan Fitzgerald,,Joan,Fitzgerald,,,"Joan, Joan Fitzgerald",female,,CA,1590,,IN,1565,,[]
10052421,,Margaret Browne,,Margaret,Browne,,,"Margaret, Margaret Browne",female,,CA,1590,,IN,1641,,[]
10052422,,Teresa Sampsonia,,Teresa,Sampsonia,,,"Teresa, Teresa Sampsonia",female,,CA,1590,,IN,1668,,[]
10052423,,Anne Leighton,,Anne,Leighton,,,"Anne, Anne Leighton",female,,IN,1591,,IN,1628,,[]
10052424,,Anne Marbury,,Anne,Marbury,,,"Anne, Anne Marbury",female,,IN,1591,,IN,1643,,[]
10052425,,Elizabeth Dent,,Elizabeth,Dent,,,"Elizabeth, Elizabeth Dent",female,,IN,1591,,IN,1656,,[]
10052426,,Frances Sondes,,Frances,Sondes,,,"Frances, Frances Sondes",female,,IN,1591,,AF/IN,1634,,[]
10052427,,Margaret Throckmorton,,Margaret,Throckmorton,,,"Margaret, Margaret Throckmorton",female,,IN,1591,,AF/IN,1633,,[]
10052428,,Elizabeth D’Oyley,,Elizabeth,D’Oyley,,,"Elizabeth, Elizabeth D’Oyley",female,,IN,1592,,AF/IN,1612,,[]
10052429,,Margaret Byron,,Margaret,Byron,,,"Margaret, Margaret Byron",female,,CA,1592,,IN,1619,,[]
10052430,,Elizabeth Kenn,,Elizabeth,Kenn,,,"Elizabeth, Elizabeth Kenn",female,,IN,1593,,IN,1663,,[]
10052432,,Jane Harris,,Jane,Harris,,,"Jane, Jane Harris",female,,CA,1593,,AF/IN,1619,,[]
10052433,,Anne Legh,,Anne,Legh,,,"Anne, Anne Legh",female,,IN,1594,,AF/IN,1677,,[]
10010496,24187,John Row,"",John,Row,"","","John Row, John, John Row",male,Church of Scotland minister and author,IN,1598,1598,IN,1672,1672,[]
10008827,37809,Josias Nicholls,"",Josias,Nicholls,"","","Josias Nicholls, Josias, Josias Nicholls",male,Church of England minister and religious controversialist,CA,1553,1553,IN,1639,1640,[]
10052434,,Elizabeth Radcliffe,,Elizabeth,Radcliffe,,,"Elizabeth, Elizabeth Radcliffe",female,,IN,1594,,IN,1618,,[]
10052435,,Frances Cavendish,,Frances,Cavendish,,,"Frances, Frances Cavendish",female,,CA,1594,,IN,1613,,[]
10005746,13174,Simon Haynes,"",Simon,Haynes,"","","Simon Haynes, Simon Heynes, Simon, Simon Haynes",male,clergyman and religious reformer,AF,1442,NA,IN,1552,1552,[]
10052436,,Mary Talbot,,Mary,Talbot,,,"Mary, Mary Talbot",female,,IN,1594,,IN,1676,,[]
10052437,,Elizabeth Cecil,,Elizabeth,Cecil,,,"Elizabeth, Elizabeth Cecil",female,,CA,1595,,IN,1672,,[]
10052438,,Jane Carey,,Jane,Carey,,,"Jane, Jane Carey",female,,CA,1595,,CA,1632,,[]
10052439,,Thomasine Heminges,,Thomasine,Heminges,,,"Thomasine, Thomasine Heminges",female,,IN,1595,,AF/IN,1616,,[]
10052440,,Anne Cecil,,Anne,Cecil,,,"Anne, Anne Cecil",female,,CA,1596,,IN,1676,,[]
10052441,,Diana Cecil,,Diana,Cecil,,,"Diana, Diana Cecil",female,,IN,1596,,IN,1654,,[]
10052442,,Elizabeth Brooke,,Elizabeth,Brooke,,,"Elizabeth, Elizabeth Brooke",female,,IN,1596,,IN,1622,,[]
10052443,,Mary Caryll,,Mary,Caryll,,,"Mary, Mary Caryll",female,,IN,1596,,IN,1639,,[]
10052444,,Anne Hampden,,Anne,Hampden,,,"Anne, Anne Hampden",female,,IN,1597,,IN,1663,,[]
10052445,,Mary Lygon,,Mary,Lygon,,,"Mary, Mary Lygon",female,,IN,1597,,AF/IN,1647,,[]
10052447,,Elizabeth Bourchier,,Elizabeth,Bourchier,,,"Elizabeth, Elizabeth Bourchier",female,,IN,1598,,IN,1665,,[]
10052448,,Elizabeth Bassett,,Elizabeth,Bassett,,,"Elizabeth, Elizabeth Bassett",female,,IN,1599,,IN,1643,,[]
10052449,,Elizabeth Home,,Elizabeth,Home,,,"Elizabeth, Elizabeth Home",female,,CA,1599,,IN,1633,,[]
10052450,,Frances Pickering,,Frances,Pickering,,,"Frances, Frances Pickering",female,,CA,1599,,IN,1673,,[]
10052451,,Elizabeth Norris,,Elizabeth,Norris,,,"Elizabeth, Elizabeth Norris",female,,CA,1603,,IN,1645,,[]
10052452,,Mary Colles,,Mary,Colles,,,"Mary, Mary Colles",female,,BF/IN,1606,,AF/IN,1606,,[]
10005771,12864,William Hegat,"",William,Hegat,"","","William Hegat, William, William Hegat",male,humanist and academic,IN,1598,1598,IN,1621,1621,[]
10010189,23346,Hugh Reily,"",Hugh,Reily,"","","Hugh Reily, Hugh Reilly, Hugh, Hugh Reily",male,royal official and writer,IN,1686,1686,IN,1695,1695,[]
10011706,26755,William Style,"",William,Style,"","","William Style, William, William Style",male,law reporter and legal writer,IN,1599,1599,IN,1679,1679,[]
10001792,0,"Roger Burgoyne of Sutton, Bedfordshire","",Roger,Burgoyne,"of Sutton, Bedfordshire","","Roger Burgoyne, Roger, Roger Burgoyne, Roger Burgoyne of Sutton, Bedfordshire, Roger of Sutton, Bedfordshire",male,NA,BF,1650,NA,CA,1679,NA,[]
10010655,69872,Robert Samber,"",Robert,Samber,"","","Robert Samber, Robert, Robert Samber",male,writer and translator,IN,1682,1682,CA,1745,1745,[]
10002738,6075,Sir Thomas Coningsby,Sir,Thomas,Coningsby,"","","Thomas Coningsby, Sir Thomas, Sir Thomas Coningsby, Sir Coningsby, Thomas, Thomas Coningsby",male,soldier,IN,1550,1550,IN,1625,1625,[]
10010095,23097,Thomas Ramsay,"",Thomas,Ramsay,"","","Thomas Ramsay, Thomas Ramsey, Thomas, Thomas Ramsay",male,Roman Catholic agent,IN,1647,1647,IN,1653,1653,[]
10010094,23094,Laurence Ramsay,"",Laurence,Ramsay,"","","Laurence Ramsay, Laurence, Laurence Ramsay",male,poet,IN,1577,1577,IN,1588,1588,[]
10010541,24282,Anthony Rush,"",Anthony,Rush,"","","Anthony Rush, Anthony, Anthony Rush",male,dean of Chichester,IN,1537,1537,IN,1577,1577,[]
10012494,28628,Sir Thomas Walsingham,Sir,Thomas,Walsingham,"","","Thomas Walsingham, Sir Thomas, Sir Thomas Walsingham, Sir Walsingham, Thomas, Thomas Walsingham",male,literary patron,IN,1560,1561,IN,1630,1630,[]
10009964,22809,Sir Walter Pringle,Sir,Walter,Pringle,"","","Walter Pringle, Sir Walter, Sir Walter Pringle, Sir Pringle, Walter, Walter Pringle",male,judge,CA,1664,1664,IN,1736,1736,[]
10011313,99722,John Souch,"",John,Souch,"","","John Souch, John, John Souch",male,artist,IN,1594,1594,CA,1645,1645,[]
10005892,13166,Sir Christopher Heydon,Sir,Christopher,Heydon,"","","Christopher Heydon, Sir Christopher, Sir Christopher Heydon, Sir Heydon, Christopher, Christopher Heydon",male,soldier and writer on astrology,IN,1561,1561,IN,1623,1623,[]
10001428,3151,Joseph Boyse,"",Joseph,Boyse,"","","Joseph Boyse, Joseph, Joseph Boyse",male,Presbyterian minister and religious writer,IN,1660,1660,IN,1728,1728,[]
10010115,23145,Paul de Rapin de Thoyras,"",Paul de,Rapin de Thoyras,"","","Paul de Rapin de Thoyras, Paul de Rapin, Paul de, Paul de Rapin de Thoyras",male,army officer and historian,IN,1661,1661,IN,1725,1725,[]
10003972,8793,Thomas Emlyn,"",Thomas,Emlyn,"","","Thomas Emlyn, Thomas, Thomas Emlyn",male,dissenting minister,IN,1663,1663,IN,1741,1741,[]
10011168,25714,Sir Nicholas Slanning,Sir,Nicholas,Slanning,"","","Nicholas Slanning, Sir Nicholas, Sir Nicholas Slanning, Sir Slanning, Nicholas, Nicholas Slanning",male,royalist army officer,IN,1606,1606,IN,1643,1643,[]
10009849,22580,Walter Porter,"",Walter,Porter,"","","Walter Porter, Walter, Walter Porter",male,composer and church musician,IN,1587,1587,IN,1659,1659,[]
10002317,5115,Edmund Chapman,"",Edmund,Chapman,"","","Edmund Chapman, Edmund, Edmund Chapman",male,man-midwife,AF,1628,NA,IN,1738,1738,[]
10010175,0,Wilmot Reed,"",Wilmot,Reed,"","","Wilmot Reed, Wilmot, Wilmot Reed",male,Salem witches and their accusers,AF,1582,NA,IN,1692,1692,[]
10010176,23279,Johan van Reede van Renswouden,"",Johan van,Reede van Renswouden,"","","Johan van Reede van Renswouden, Johan van, Johan van Reede van Renswouden",male,diplomat and politician,IN,1593,1593,IN,1682,1682,[]
10012775,29229,William Whitaker,"",William,Whitaker,"","","William Whitaker, William, William Whitaker",male,clergyman and ejected minister,AF,1562,NA,IN,1672,1672,[]
10005385,56138,Elizabeth Hall,"",Elizabeth,Hall,"","","Elizabeth Hall, Elizabeth Cotton, Elizabeth, Elizabeth Hall",female,"",AF,1569,NA,IN,1679,1679,[]
10009999,22883,Timothy Puller,"",Timothy,Puller,"","","Timothy Puller, Timothy, Timothy Puller",male,Church of England clergyman,IN,1637,1638,IN,1693,1693,[]
10000433,928,Daniel Axtell,"",Daniel,Axtell,"","","Daniel Axtell, Daniel, Daniel Axtell",male,parliamentarian army officer and regicide,IN,1622,1622,IN,1660,1660,[]
10004025,49172,Sir Stephen Evance,Sir,Stephen,Evance,"","","Stephen Evance, Sir Stephen, Sir Stephen Evance, Sir Evance, Stephen, Stephen Evance",male,goldsmith and entrepreneur,IN,1654,1655,IN,1712,1712,[]
10008188,18544,Andrew Melville,"",Andrew,Melville,"","","Andrew Melville, Andrew, Andrew Melville",male,army officer,IN,1624,1624,IN,1706,1706,[]
10006420,14282,Francis Hutchinson,"",Francis,Hutchinson,"","","Francis Hutchinson, Francis, Francis Hutchinson",male,bishop of Down and Connor,IN,1660,1660,IN,1739,1739,[]
10006311,14014,Joshua Hoyle,"",Joshua,Hoyle,"","","Joshua Hoyle, Joshua, Joshua Hoyle",male,college head,IN,1588,1588,IN,1654,1654,[]
10003288,7165,Sir Thomas Darnell,Sir,Thomas,Darnell,"","","Thomas Darnell, Sir Thomas, Sir Thomas Darnell, Sir Darnell, Thomas, Thomas Darnell",male,landowner,AF,1528,NA,BF/IN,1638,1638,[]
10000813,1771,Edward Baynard,"",Edward,Baynard,"","","Edward Baynard, Edward, Edward Baynard",male,physician and poet,CA,1641,1641,IN,1717,1717,[]
10005893,13167,Sir Henry Heydon,Sir,Henry,Heydon,"","","Henry Heydon, Sir Henry, Sir Henry Heydon, Sir Heydon, Henry, Henry Heydon",male,lawyer,AF,1394,NA,IN,1504,1504,[]
10008347,18912,Herman Moll,"",Herman,Moll,"","","Herman Moll, Herman, Herman Moll",male,geographer and cartographer,CA,1654,1654,IN,1732,1732,[]
10003192,7945,George Gerbier D'Ouvilly,"",George Gerbier,D'Ouvilly,"","","George Gerbier D'Ouvilly, George Gerbier, George Gerbier D'Ouvilly",male,playwright and translator,IN,1638,1638,IN,1661,1661,[]
10008092,58697,John Maubray,"",John,Maubray,"","","John Maubray, John, John Maubray",male,man-midwife,AF,1622,NA,IN,1732,1732,[]
10001761,3925,John Bullokar,"",John,Bullokar,"","","John Bullokar, John, John Bullokar",male,physician and lexicographer,IN,1574,1574,IN,1627,1627,[]
10002488,5522,Matthew Clarke,"",Matthew,Clarke,"","","Matthew Clarke, Matthew, Matthew Clarke",male,clergyman and ejected minister,IN,1630,1630,IN,1708,1708,[]
10010827,37946,Emanuel Scrope,"",Emanuel,Scrope,"","","Emanuel Scrope, Emanuel, Emanuel Scrope",male,nobleman,IN,1584,1584,IN,1630,1630,[]
10001562,3440,John Brinsley,"",John,Brinsley,"","","John Brinsley, John, John Brinsley",male,schoolmaster and writer on education,IN,1566,1566,AF/IN,1624,1624,[]
10006822,15335,William Kemp,"",William,Kemp,"","","William Kemp, William Kempe, William, William Kemp",male,landowner and sufferer from melancholia,IN,1554,1555,IN,1628,1628,[]
10005192,11492,John Grenville,"",John,Grenville,"","","John Grenville, John, John Grenville",male,nobleman,IN,1628,1628,IN,1701,1701,[]
10010837,76454,Sir John Scudamore,Sir,John,Scudamore,"","","John Scudamore, Sir John, Sir John Scudamore, Sir Scudamore, John, John Scudamore",male,"",IN,1542,1542,IN,1623,1623,[]
10010159,23222,Sir William Read,Sir,William,Read,"","","William Read, Sir William, Sir William Read, Sir Read, William, William Read",male,itinerant oculist,AF,1605,NA,IN,1715,1715,[]
10003970,8790,Edward Emily,"",Edward,Emily,"","","Edward Emily, Edward, Edward Emily",male,physician,IN,1617,1617,IN,1657,1657,[]
10006823,15333,William Kemp,"",William,Kemp,"","","William Kemp, William Kempe, William, William Kemp",male,writer on education,IN,1560,1560,IN,1601,1601,[]
10012828,29313,Thomas Whithorne,"",Thomas,Whithorne,"","","Thomas Whithorne, Thomas, Thomas Whithorne",male,composer and autobiographer,IN,1528,1528,IN,1596,1596,[]
10013181,30106,John Wyatt,"",John,Wyatt,"","","John Wyatt, John, John Wyatt",male,inventor of machinery,IN,1700,1700,IN,1766,1766,[]
10008349,18914,Charles Molloy,"",Charles,Molloy,"","","Charles Molloy, Charles, Charles Molloy",male,legal writer and lawyer,IN,1645,1646,IN,1690,1690,[]
10009893,22679,Sir Thomas Powys,Sir,Thomas,Powys,"","","Thomas Powys, Sir Thomas, Sir Thomas Powys, Sir Powys, Thomas, Thomas Powys",male,judge and politician,IN,1649,1649,IN,1719,1719,[]
10002751,49669,Robert Constable,"",Robert,Constable,"","","Robert Constable, Robert, Robert Constable",male,lawyer,CA,1455,1460,IN,1501,1501,[]
10008858,20216,Robert Nobbes,"",Robert,Nobbes,"","","Robert Nobbes, Robert, Robert Nobbes",male,Church of England clergyman and writer on angling,IN,1652,1652,CA,1706,1706,[]
10003680,63722,Thomas Drennan,"",Thomas,Drennan,"","","Thomas Drennan, Thomas, Thomas Drennan",male,minister,IN,1696,1696,IN,1768,1768,[]
10010216,23402,Edward Reyner,"",Edward,Reyner,"","","Edward Reyner, Edward, Edward Reyner",male,Church of England clergyman and writer,IN,1600,1600,IN,1660,1660,[]
10009664,22125,Miles Philips,"",Miles,Philips,"","","Miles Philips, Miles, Miles Philips",male,mariner,CA,1554,1554,BF,1664,NA,[]
10009080,48901,Patrick Og MacCrimmon,"",Patrick,Og MacCrimmon,"","","Patrick Og MacCrimmon, Patrick, Patrick Og MacCrimmon",male,"",BF,1650,1650,AF,1650,1650,[]
10007032,15757,Nicholas Knollys,"",Nicholas,Knollys,"","","Nicholas Knollys, Nicholas, Nicholas Knollys",male,nobleman,IN,1631,1631,IN,1674,1674,[]
10010498,24189,William Row,"",William,Row,"","","William Row, William, William Row",male,Church of Scotland minister,IN,1563,1563,IN,1634,1634,[]
10007871,38733,Sir Henry Mainwaring,Sir,Henry,Mainwaring,"","","Henry Mainwaring, Sir Henry, Sir Henry Mainwaring, Sir Mainwaring, Henry, Henry Mainwaring",male,pirate and naval officer,IN,1586,1587,IN,1653,1653,[]
10001943,4403,Robert Callis,"",Robert,Callis,"","","Robert Callis, Robert, Robert Callis",male,barrister,IN,1577,1577,IN,1642,1642,[]
10004356,9676,Philip Flattisbury,"",Philip,Flattisbury,"","","Philip Flattisbury, Philip, Philip Flattisbury",male,antiquary,IN,1503,1503,IN,1526,1526,[]
10003814,8333,Claude Duval,"",Claude,Duval,"","","Claude Duval, Claude, Claude Duval",male,highwayman,AF,1560,NA,IN,1670,1670,[]
10009319,0,Mary Parker,"",Mary,Parker,"","","Mary Parker, Mary, Mary Parker",female,Salem witches and their accusers,AF,1582,NA,IN,1692,1692,[]
10001513,3332,Sir William Brereton,Sir,William,Brereton,"","","William Brereton, Sir William, Sir William Brereton, Sir Brereton, William, William Brereton",male,lord justice of Ireland,AF,1431,NA,CA,1541,1541,[]
10009894,22681,John Poyer,"",John,Poyer,"","","John Poyer, John, John Poyer",male,merchant and army officer,AF,1539,NA,IN,1649,1649,[]
10009694,62363,Lewis Pickering,"",Lewis,Pickering,"","","Lewis Pickering, Lewis, Lewis Pickering",male,courtier and convicted seditious libeller,IN,1571,1571,BF,1681,NA,[]
10012382,28356,Isaac Vossius,"",Isaac,Vossius,"","","Isaac Vossius, Isaac, Isaac Vossius",male,philologist and author,IN,1618,1618,IN,1689,1689,[]
10009412,65874,John Pate,"",John,Pate,"","","John Pate, John, John Pate",male,singer,AF,1594,NA,IN,1704,1704,[]
10002785,38755,Sir Thomas Cooke,Sir,Thomas,Cooke,"","","Thomas Cooke, Sir Thomas, Sir Thomas Cooke, Sir Cooke, Thomas, Thomas Cooke",male,merchant,IN,1648,1648,IN,1709,1709,[]
10004598,10218,John Fryer,"",John,Fryer,"","","John Fryer, John, John Fryer",male,physician,IN,1575,1576,IN,1672,1672,[]
10011674,8637,Princess Elizabeth Stuart,Princess,Elizabeth,Stuart,"","","Princess Elizabeth, Princess Elizabeth, Princess Elizabeth Stuart, Princess Stuart, Elizabeth, Elizabeth Stuart",female,"",IN,1635,1635,IN,1650,1650,[]
10050392,,Joan Larke,,Joan,Larke,,,"Joan, Joan Larke",female,,AF/IN,1419,,AF/IN,1529,,[]
10002577,5717,William Clowes,"",William,Clowes,"","","William Clowes, William, William Clowes",male,surgeon,IN,1582,1582,IN,1648,1648,[]
10005583,12419,Samuel Harris,"",Samuel,Harris,"","","Samuel Harris, Samuel, Samuel Harris",male,Church of England clergyman,IN,1682,1682,IN,1733,1733,[]
10010191,23355,Henry Theodore Reinhold,"",Henry Theodore,Reinhold,"","","Henry Theodore Reinhold, Henry Theodore, Henry Theodore Reinhold",male,singer,IN,1690,1690,IN,1751,1751,[]
10008350,18919,Caryll Molyneux,"",Caryll,Molyneux,"","","Caryll Molyneux, Caryll, Caryll Molyneux",male,nobleman,IN,1623,1624,IN,1700,1700,[]
10002023,4541,Thomas Campion,"",Thomas,Campion,"","","Thomas Campion, Thomas, Thomas Campion",male,poet and musician,IN,1567,1567,IN,1620,1620,[]
10010203,66846,Bodenham Rewse,"",Bodenham,Rewse,"","","Bodenham Rewse, Bodenham, Bodenham Rewse",male,thief-taker and prison warden,AF,1615,NA,IN,1725,1725,[]
10000088,252,John Aislabie,"",John,Aislabie,"","","John Aislabie, John, John Aislabie",male,politician,IN,1670,1670,IN,1742,1742,[]
10007458,70111,Mary Lindsey,"",Mary,Lindsey,"","","Mary Lindsey, Mary, Mary Lindsey",female,singer,IN,1697,1697,IN,1713,1713,[]
10011813,27041,Jeremy Taylor,"",Jeremy,Taylor,"","","Jeremy Taylor, Jeremy, Jeremy Taylor",male,Church of Ireland bishop of Down and Connor and religious writer,IN,1613,1613,IN,1667,1667,[]
10010851,24998,Thomas Secker,"",Thomas,Secker,"","","Thomas Secker, Thomas, Thomas Secker",male,archbishop of Canterbury,IN,1693,1693,IN,1768,1768,[]
10054796,,Alfonso Lanier,"",Alfonso,Lanier,"",Captain,"Alfonso, Alfonso Lanier, Alfonso Lanier Captain",male,"Husband of poet, Emilia Lanier. Started his career as a court musician as part of the famed Lanier family of court musicians. By 1597, he had become a sea captain, sailing as part of the Islands Voyage led by Robert Devereux, second earl of Essex (1565-1601), with Thomas Howard, first earl of Suffolk (1561–1626), as vice-admiral and Sir Walter Raleigh (1554-1618) as rear admiral of the fleet. His time as a servant to the crown enabled him to forge advantageous contacts with many notable men, including those mentioned above and the likes of the Secretary of State, Robert Cecil (1563-1612); the Earl of Southampton, Henry Wriothesley (1573-1624); the Lord Chancellor, Thomas Egerton (1540-1617); and the Bishop of London, later Archbishop of Canterbury, Richard Bancroft (1544-1610), chief overseer of the Authorized Version of the Bible. ",CA,1568,1572,IN,1613,"",[]
10000542,1129,Pacificus Baker,"",Pacificus,Baker,"","","Pacificus Baker, Pacificus, Pacificus Baker",male,Franciscan friar,IN,1695,1695,IN,1774,1774,[]
10009579,21976,Andrew Perne,"",Andrew,Perne,"","","Andrew Perne, Andrew, Andrew Perne",male,Church of England clergyman,IN,1595,1595,IN,1654,1654,[]
10008352,18921,Edmund Molyneux,"",Edmund,Molyneux,"","","Edmund Molyneux, Edmund, Edmund Molyneux",male,biographer and politician,AF,1495,NA,IN,1605,1605,[]
10007932,40609,Roger Manners,"",Roger,Manners,"","","Roger Manners, Roger, Roger Manners",male,courtier and landowner,IN,1536,1536,IN,1607,1607,[]
10052304,,Dorothy Wroughton,,Dorothy,Wroughton,,,"Dorothy, Dorothy Wroughton",female,,IN,1576,,IN,1634,,[]
10002246,4977,James Cecil,"",James,Cecil,"","","James Cecil, James, James Cecil",male,nobleman,IN,1666,1666,IN,1694,1694,[]
10010574,24371,John Ruthven,"",John,Ruthven,"","","John Ruthven, John, John Ruthven",male,magnate and alleged conspirator,IN,1577,1578,IN,1600,1600,[]
10007248,0,Edmund Lechmere,"",Edmund,Lechmere,"","","Edmund Lechmere, Edmund Stratford, Edmund, Edmund Lechmere",male,Roman Catholic priest,CA,1586,NA,IN,1640,NA,[]
10007403,16619,James Ley,"",James,Ley,"","","James Ley, James, James Ley",male,judge and politician,IN,1550,1550,IN,1629,1629,[]
10006651,68285,Robert Johnson,"",Robert,Johnson,"","","Robert Johnson, Robert, Robert Johnson",male,Church of England clergyman,AF,1464,NA,IN,1574,1574,[]
10002579,5727,William Clyffe,"",William,Clyffe,"","","William Clyffe, William, William Clyffe",male,civil lawyer,AF,1448,NA,IN,1558,1558,[]
10004000,8865,John Erskine,"",John,Erskine,"","","John Erskine, John, John Erskine",male,magnate and regent of Scotland,AF,1462,NA,IN,1572,1572,[]
10054804,,Diana Primrose,"",Diana,Primrose,"","","Diana, Diana Primrose",female,"Poet, possible pseudonym
Wrote ""A Chaine of Pearle"" published by printer Thomas Paine",BF,1610,"",AF/IN,1640,"",[]
10051482,,Margaret Wyatt,,Margaret,Wyatt,,,"Margaret, Margaret Wyatt",female,,CA,1506,,IN,1561,,[]
10001797,4033,William Burkitt,"",William,Burkitt,"","","William Burkitt, William, William Burkitt",male,Church of England clergyman and devotional writer,IN,1650,1650,IN,1703,1703,[]
10011417,24509,Nicholas St Lawrence,"",Nicholas,St Lawrence,"","","Nicholas St Lawrence, Nicholas, Nicholas St Lawrence",male,administrator,AF,1416,NA,IN,1526,1526,[]
10006045,66143,Martin Holbeach,"",Martin,Holbeach,"","","Martin Holbeach, Martin Holbech, Martin, Martin Holbeach",male,schoolmaster and ejected minister,IN,1597,1597,IN,1670,1670,[]
10001947,4408,Edward Calver,"",Edward,Calver,"","","Edward Calver, Edward, Edward Calver",male,poet,CA,1598,1598,BF,1708,NA,[]
10001948,4410,Henry Calverley,"",Henry,Calverley,"","","Henry Calverley, Henry, Henry Calverley",male,landowner,IN,1604,1604,IN,1661,1661,[]
10005471,64386,William Hamilton,"",William,Hamilton,"","","William Hamilton, William, William Hamilton",male,Church of Scotland minister,IN,1669,1669,IN,1732,1732,[]
10003243,75313,Sir Christopher Danby,Sir,Christopher,Danby,"","","Christopher Danby, Sir Christopher, Sir Christopher Danby, Sir Danby, Christopher, Christopher Danby",male,"",IN,1503,1503,IN,1571,1571,[]
10010747,24756,Sir Robert Sawyer,Sir,Robert,Sawyer,"","","Robert Sawyer, Sir Robert, Sir Robert Sawyer, Sir Sawyer, Robert, Robert Sawyer",male,lawyer and politician,IN,1633,1633,IN,1692,1692,[]
10010142,23191,John Rawlinson,"",John,Rawlinson,"","","John Rawlinson, John, John Rawlinson",male,Church of England clergyman and college head,IN,1576,1576,IN,1631,1631,[]
10000279,648,Mary Armine,"",Mary,Armine,"","","Mary Armine, Mary Talbot, Mary Holcroft, Mary, Mary Armine",female,benefactor,IN,1594,1594,IN,1676,1676,[]
10012676,29038,James Wemyss of Caskieberran,"",James,Wemyss,of Caskieberran,"","James Wemyss of Caskieberran, James, James Wemyss, James Wemyss of Caskieberran, James of Caskieberran",male,army officer,IN,1610,1610,IN,1667,1667,[]
